Status,Prefix,random fuel code,Carbon intensity,EDRMS#,Fake Company,Fake contact name,Fake contact email,Application date,Approval date,Effective date,Expiry date,Fuel,Feedstock,Feedstock location,Misc,Fuel production facility city,Fuel production facility province/state,Fuel production facility country,Facility nameplate capacity random,Unit,Feedstock transport mode,Finished fuel transport mode,Former company,Notes
Approved,BCLCF,498.1,24.01,D28291111,Boone-Osborne,Margaret Thompson,howarddeborah@example.net,2025-10-21 00:00:00,2025-12-03 00:00:00,2025-10-27 00:00:00,2036-03-28 00:00:00,HDRD,Yellow Grease (UCO),Eastern Europe,,Austin,Texas,USA,1836333421,Litres,"Marine, Truck",Marine,,
Approved,C-BCLCF,576.1,-11.5,D28291302,Boone-Perez,Kim Snyder,wbaird@example.org,2022-01-25 00:00:00,2022-07-13 00:00:00,2021-11-12 00:00:00,2038-11-03 00:00:00,Biodiesel,Canola,Alberta,Refined glycerine,Prince George,British Columbia,Canada,9147892,,"Marine-international, Rail",Marine-international,,
Approved,C-BCLCF,388.1,21.4,D28291267,"Bowen, Garrett and Rose",Scott Allen,nicholaswarner@example.org,2023-07-04 00:00:00,2024-01-25 00:00:00,2023-12-31 00:00:00,2038-03-09 00:00:00,Biodiesel,Canola,Alberta,Canola Oil,Calgary,Alberta,Canada,68182360,,Rail,Rail,,
Approved,BCLCF,419.1,52.61,D28291452,Bowen-Burgess,David Hernandez,mdaniel@example.com,2019-07-26 00:00:00,2019-10-29 00:00:00,2019-07-26 00:00:00,2039-08-03 00:00:00,Ethanol,Corn,US Central,,Bismarck,North Dakota,United States of America,652397638,,Marine-international,Rail,,
Approved,BCLCF,103.6,27.9,D28291247,"Boyd, Bennett and Lopez",David Davis,hbaker@example.net,2023-05-01 00:00:00,2023-11-14 00:00:00,2023-01-01 00:00:00,2038-05-15 00:00:00,Renewable naphtha,Tallow,US Central,,Austin,Texas,United States of America,161008569,,Rail,Rail,,
Approved,BCLCF,594.2,0.78,D28291278,"Boyd, Hernandez and Graham",Brian Hubbard,wheelervincent@example.net,2022-05-02 00:00:00,2023-03-29 00:00:00,2022-05-02 00:00:00,2038-08-17 00:00:00,Biodiesel,Canola,Canada,,Fargo,North Dakota,United States of America,276990338,,Marine-international,Rail,,
Approved,C-BCLCF,735.2,11.96,D28291323,Bradford-Morales,Richard Ramos,jenniferjohnson@example.org,2024-06-18 00:00:00,2024-09-13 00:00:00,2024-11-01 00:00:00,2037-03-02 00:00:00,HDRD,Canola,Alberta,,Edmonton,Alberta,Canada,33907552,,Rail,Pipeline,,
Approved,C-BCLCF,638.1,45.28,D28291420,Bradley-Gentry,Melanie Flores,wgraves@example.com,2017-11-09 00:00:00,2019-04-04 00:00:00,2018-01-01 00:00:00,2039-05-23 00:00:00,Ethanol,Corn,Saskatchewan,No CCS,Regina,Saskatchewan,Canada,132878405,,Marine-international,Rail,,
Approved,BCLCF,266.1,23.42,D28291174,Bradley-Kennedy,Herbert Diaz,lisawallace@example.net,2024-03-26 00:00:00,2024-07-11 00:00:00,2024-03-26 00:00:00,2037-07-14 00:00:00,Renewable naphtha,Soy,US Central,,Baton Rouge,Louisiana,United States of America,31168482,,Rail,Marine,,
Approved,BCLCF,425.3,17.92,D28291526,Brady-Johnson,Stephen Ferguson,kimberlybanks@example.org,2017-08-15 00:00:00,2019-01-10 00:00:00,2018-01-01 00:00:00,2040-02-11 00:00:00,HDRD,Palm Sludge Oil,Malaysia / Indonesia,,Tuas,NaN,Singapore,1073292249,,"Marine, Marine-international",Marine,,
Approved,C-BCLCF,674.1,25.55,D28291280,Branch Ltd,Sarah Wade,zachary90@example.com,2023-12-19 00:00:00,2024-03-21 00:00:00,2024-01-01 00:00:00,2037-12-24 00:00:00,LNG,Renewable Natural Gas,BC,Landfill Gas,Kelowna,British Columbia,Canada,60000,,Adjacent,"Marine-international, Pipeline",,
Approved,BCLCF,227.3,13.51,D28291256,"Bray, Shah and Carney",Dylan Whitaker,kevindickerson@example.net,2024-01-31 00:00:00,2024-05-08 00:00:00,2024-03-12 00:00:00,2037-11-05 00:00:00,Biodiesel,Soy,US Central,,Des Moines,Iowa,United States of America,121275726,,Marine-international,Rail,,
Approved,BCLCF,103.4,34.13,D28291245,Brennan-Elliott,Maxwell Schaefer,jennifersuarez@example.org,2022-07-05 00:00:00,2024-01-24 00:00:00,2022-12-31 00:00:00,2038-05-12 00:00:00,Renewable naphtha,Corn,US Central,Corn Oil,Baton Rouge,Louisiana,United States of America,309163896,,"Marine, Marine-international, Rail","Marine, Rail",,
Approved,C-BCLCF,408.2,60.04,D28291512,Brock Inc,Jeffrey Dunlap,mcneilalexandria@example.net,2014-05-06 00:00:00,2014-06-05 00:00:00,2014-05-06 00:00:00,2039-10-16 00:00:00,Ethanol,Corn,Manitoba,,Edmonton,Alberta,Canada,38184871,,Marine-international,Marine-international,,
Approved,C-BCLCF,188.4,14.88,D28291296,Brooks-Smith,Aaron Mcclain,brendanbecker@example.org,2022-01-24 00:00:00,2022-09-06 00:00:00,2022-06-02 00:00:00,2038-10-23 00:00:00,Biodiesel,Soy,US Central,,Edmonton,Alberta,Canada,79779021,,Rail,Rail,,
Approved,C-BCLCF,761.2,31.15,D28291313,Brown and Sons,Jessica Wilson,daniellekim@example.com,2024-08-21 00:00:00,2024-11-07 00:00:00,2025-01-01 00:00:00,2037-02-05 00:00:00,HDRD,Tallow,US Central,Uses butane and Newfoundland Grid electricity,Red Deer,Alberta,Canada,1063,,Marine,Marine,,
Approved,BCLCF,177.2,37.76,D28291289,Brown Group,Thomas Stone,bradleysullivan@example.net,2023-12-20 00:00:00,2024-03-28 00:00:00,2024-01-26 00:00:00,2037-11-26 00:00:00,Ethanol,Corn,US Central,,Houston,Texas,United States of America,251711039,,Marine-international,Rail,,
Approved,BCLCF,428.2,8.93,D28291420,Brown LLC,Terry Mitchell,ppowell@example.com,2019-05-16 00:00:00,2019-08-15 00:00:00,2019-05-16 00:00:00,2040-01-12 00:00:00,Biodiesel,Soy,US Central,,Fargo,North Dakota,United States of America,293982122,,Adjacent,Rail,,
Approved,C-BCLCF,487.1,31.09,D28291369,Brown LLC,Thomas Rogers,qdavis@example.org,2021-10-06 00:00:00,2022-07-14 00:00:00,2022-01-01 00:00:00,2038-11-23 00:00:00,Ethanol,Wheat,Manitoba,,Brandon,Manitoba,Canada,149934,,"Marine-international, Rail",Rail,,
Approved,BCLCF,624.1,30.85,D28291283,Brown Ltd,Todd Kirby,kennethlee@example.org,2022-07-01 00:00:00,2023-03-29 00:00:00,2023-01-01 00:00:00,2038-09-01 00:00:00,Biodiesel,Corn Oil,US Central,,Cedar Rapids,Iowa,United States of America,209039657,,Marine-international,Rail,,
Approved,BCLCF,325.2,47.6,D28291378,Brown PLC,Rachel Mckay,lindsaylittle@example.com,2020-03-13 00:00:00,2020-05-12 00:00:00,2020-03-13 00:00:00,2039-03-14 00:00:00,Ethanol,Corn,US Central,,Cedar Rapids,Iowa,United States of America,204708226,,Marine-international,Rail,,
Approved,C-BCLCF,127.2,21.37,D28291093,Brown PLC,Anthony Rogers,misty57@example.net,2025-05-27 00:00:00,2025-12-03 00:00:00,2025-05-27 00:00:00,2036-03-10 00:00:00,Propane,Tallow,US Central,Co-Processing in FCC,Vancouver,British Columbia,Canada,230140195,Litres,"Marine, Rail",Truck,,
Approved,C-BCLCF,845.1,-3.05,D28291024,"Brown, Deleon and Mckenzie",Natasha Hall,ricky41@example.net,2024-12-20 00:00:00,2025-05-13 00:00:00,2025-01-01 00:00:00,2036-01-01 00:00:00,CNG,Food waste and Manure,BC,RNG,Victoria,British Columbia,Canada,47977609,Kilowatt_hour,Truck,Pipeline,,
Approved,BCLCF,226.3,36.44,D28291287,"Brown, Molina and Long",Katherine Patterson,andrea84@example.net,2024-05-03 00:00:00,2024-08-26 00:00:00,2024-05-03 00:00:00,2036-09-20 00:00:00,Alternative jet fuel,Tallow,Global,,Jurong,NaN,Singapore,1752201858,Litres,"Marine, Rail, Truck",Marine,,
Approved,BCLCF,263.3,33.94,D28291176,"Brown, Rodriguez and Harris",Kimberly Smith,sandovalcaitlin@example.org,2024-03-26 00:00:00,2024-07-11 00:00:00,2024-03-26 00:00:00,2037-07-16 00:00:00,Renewable naphtha,Canola,Australia,,Minneapolis,Minnesota,United States of America,28848312,,Marine,Marine,,
Approved,BCLCF,549.2,16.27,D28291242,"Brown, Sharp and Buckley",Kathryn Hunter,christopher55@example.net,2025-01-17 00:00:00,2025-04-03 00:00:00,2025-02-01 00:00:00,2036-08-06 00:00:00,Ethanol,Sorghum,US Central,76.5% CCS,New Orleans,Louisiana,United States of America,222623726,Litres,Truck,Rail,,
Approved,BCLCF,409.3,35.45,D28291523,"Brown, Skinner and Brown",Austin Allen,emilygallegos@example.net,2017-08-15 00:00:00,2019-01-10 00:00:00,2018-01-01 00:00:00,2040-02-08 00:00:00,HDRD,Corn Oil,US Central,,Jurong,NaN,Singapore,1061640217,,"Marine, Rail",Marine,,
Approved,BCLCF,283.2,-11.08,D28291350,Brown-Blair,Shannon Pugh,burnsjoseph@example.net,2019-04-10 00:00:00,2019-04-23 00:00:00,2019-04-01 00:00:00,2039-04-03 00:00:00,Biodiesel,Soy,US Central,,Des Moines,Iowa,United States of America,244910399,,Adjacent,Rail,,
Approved,C-BCLCF,255.1,4.47,D28291358,Brown-Campbell,Brandy Mcdonald,nicholassalazar@example.com,2017-11-15 00:00:00,2018-03-14 00:00:00,2018-02-22 00:00:00,2039-04-24 00:00:00,Biodiesel,Yellow Grease (UCO),British Columbia,,Vancouver,British Columbia,Canada,4533768,,Marine-international,Marine-international,,
Approved,C-BCLCF,362.1,13.12,D28291046,Brown-Fitzpatrick,Sharon Sellers,canderson@example.net,2025-10-30 00:00:00,2025-12-11 00:00:00,2025-11-01 00:00:00,2036-01-23 00:00:00,Renewable naphtha,Yellow Grease (UCO),BC,,Vancouver,British Columbia,Canada,165195699,Litres,Rail,Truck,,
Approved,C-BCLCF,156.2,48.91,D28291383,Brown-Foster,Jessica Chavez,vwright@example.com,2020-03-26 00:00:00,2020-04-29 00:00:00,2019-01-01 00:00:00,2039-03-19 00:00:00,Ethanol,Corn,US Central,,Winnipeg,Manitoba,Canada,143689,,Rail,Rail,,
Approved,BCLCF,151.2,3.75,D28291354,Brown-Gilbert,Stephen Ellis,wharmon@example.org,2019-04-25 00:00:00,2019-05-16 00:00:00,2019-03-22 00:00:00,2039-04-10 00:00:00,Biodiesel,Soy,US Central,,Cedar Rapids,Iowa,United States of America,234425230,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,110.2,7.61,D28291195,Brown-Gonzalez,Jennifer Smith,smithjoseph@example.org,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-09-01 00:00:00,Renewable naphtha,Yellow Grease (UCO),British Columbia,,Victoria,British Columbia,Canada,181882459,,Rail,Marine-international,,
Approved,BCLCF,265.5,24.35,D28291180,Brown-Grant,Diane Garcia,whiterobert@example.org,2024-03-26 00:00:00,2024-07-11 00:00:00,2024-03-26 00:00:00,2037-07-26 00:00:00,Renewable naphtha,Corn,US Central,,Houston,Texas,United States of America,32016039,,Rail,Marine,,
Approved,C-BCLCF,300.1,3.01,D28291281,"Browning, Lopez and Taylor",Kevin Bryan,cparker@example.net,2024-05-24 00:00:00,2025-01-08 00:00:00,2024-05-24 00:00:00,2036-11-15 00:00:00,HDRD,Yellow Grease (UCO),Alberta,Co-processing in FCC,Victoria,British Columbia,Canada,35572104,,Marine-international,Marine-international,,
Approved,C-BCLCF,232.2,67.18,D28291273,Brown-Johnson,Travis James,xmorgan@example.org,2023-12-22 00:00:00,2024-04-30 00:00:00,2024-07-01 00:00:00,2037-11-14 00:00:00,LNG,Fossil-based Natural Gas,British Columbia,Tilbury facility,Kelowna,British Columbia,Canada,13264534,,Pipeline,Pipeline,,
Approved,C-BCLCF,406.3,-2.77,D28291557,Brown-Salazar,Eric Flores,jessicamccarty@example.org,2014-05-06 00:00:00,2014-05-22 00:00:00,2014-05-06 00:00:00,2040-01-28 00:00:00,Ethanol,Wheat,Alberta,,Edmonton,Alberta,Canada,37531599,,Marine-international,"Marine-international, Rail",,
Approved,BCLCF,389.3,25.59,D28291241,Brown-Stewart,Matthew Randolph,salinasangela@example.org,2023-02-09 00:00:00,2024-01-24 00:00:00,2023-02-09 00:00:00,2038-04-02 00:00:00,Renewable naphtha,Camelina,US West,,Des Moines,Iowa,United States of America,919355260,,"Marine-international, Rail",Rail,,
Approved,BCLCF,195.6,24.87,D28291317,Bruce-Crosby,Jerry Avery,sethalexander@example.org,2021-03-19 00:00:00,2021-10-18 00:00:00,2021-03-19 00:00:00,2038-12-29 00:00:00,Biodiesel,Tallow,US Central,,St. Paul,Minnesota,United States of America,170556952,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,749.1,18.31,D28291299,"Bryan, Bell and Rodriguez",Kathleen Watson,peterstony@example.org,2023-01-18 00:00:00,2024-12-17 00:00:00,2024-01-01 00:00:00,2036-12-21 00:00:00,HDRD,Canola,Manitoba,Co-Processing in DHT,Vancouver,British Columbia,Canada,35241894,,Rail,Marine-international,,
Approved,BCLCF,266.2,24.49,D28291385,Bryant LLC,Teresa Cooper,timothyfletcher@example.net,2024-03-26 00:00:00,2024-07-11 00:00:00,2024-03-26 00:00:00,2037-07-19 00:00:00,HDRD,Soy,Argentina,,Bismarck,North Dakota,United States of America,431100565,,Marine,Marine,,
Approved,BCLCF,200.3,4.44,D28291345,"Buchanan, Browning and Diaz",Denise Pope,noblechristopher@example.com,2020-01-15 00:00:00,2020-08-25 00:00:00,2020-01-15 00:00:00,2039-03-01 00:00:00,Biodiesel,Canola,Manitoba,,St. Louis,Missouri,United States of America,371549853,,Rail,"Marine-international, Rail",,
Approved,BCLCF,778.1,52.45,D28291435,Buckley Group,Amanda Brewer,morrismichael@example.org,2014-06-18 00:00:00,2014-07-10 00:00:00,2014-06-18 00:00:00,2039-07-03 00:00:00,Ethanol,Corn,US Central,,St. Paul,Minnesota,United States of America,151506788,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,406.2,6.93,D28291413,"Burke, Watson and Campbell",Rachel Walters,michael37@example.org,2015-02-02 00:00:00,2015-02-23 00:00:00,2015-03-01 00:00:00,2039-12-02 00:00:00,Biodiesel,Canola,Canada,,Red Deer,Alberta,Canada,253047190,,Adjacent,Rail,,
Approved,C-BCLCF,653.1,69.41,D28291467,"Burns, Baker and Nguyen",Derek Davis,bishoppenny@example.com,2016-01-20 00:00:00,2016-04-06 00:00:00,2015-01-01 00:00:00,2039-08-31 00:00:00,Ethanol,Corn,US Central,,Brandon,Manitoba,Canada,129015309,,Marine-international,Marine-international,,
Approved,C-BCLCF,852.1,57.18,D28291443,Butler Group,Christian Melendez,cschultz@example.org,2017-11-09 00:00:00,2018-04-16 00:00:00,2018-01-01 00:00:00,2039-07-13 00:00:00,Ethanol,Corn,US Central,,Brandon,Manitoba,Canada,124760212,,Marine-international,Rail,,
Approved,BCLCF,178.1,17.36,D28291206,Butler Inc,Karen Gardner,annaaustin@example.net,2024-03-18 00:00:00,2024-05-30 00:00:00,2024-07-01 00:00:00,2037-10-13 00:00:00,Renewable naphtha,Yellow Grease (UCO),US Central,Non-rendered UCO,New Orleans,Louisiana,United States of America,294373733,,"Marine, Marine-international, Rail","Marine, Rail",,
Approved,BCLCF,441.1,52.45,D28291503,"Butler, Burgess and Baxter",Debra Anderson,blee@example.com,2013-10-29 00:00:00,2013-11-28 00:00:00,2013-10-30 00:00:00,2039-11-23 00:00:00,HDRD,Soy,United States,,Helsinki,NaN,Finland,561344697,,"Marine, Rail","Marine, Marine-international",,
Approved,BCLCF,101.4,34.77,D28291468,"Butler, Hill and Martin",John Alvarado,greerbarbara@example.net,2023-01-12 00:00:00,2023-11-14 00:00:00,2023-01-01 00:00:00,2038-05-21 00:00:00,HDRD,Canola,Australia,,Fargo,North Dakota,United States of America,403943502,,Marine,Marine,,
Approved,C-BCLCF,491.1,61.93,D28291363,Butler-Kennedy,Kristen Casey,tracysutton@example.org,2021-10-06 00:00:00,2022-07-14 00:00:00,2022-01-01 00:00:00,2038-11-17 00:00:00,Ethanol,Corn,US Central,No CCS,Regina,Saskatchewan,Canada,150064,,Rail,Marine-international,,
Approved,BCLCF,241.3,39.23,D28291322,Byrd LLC,David Simpson,imartinez@example.com,2022-10-28 00:00:00,2024-01-25 00:00:00,2022-10-28 00:00:00,2038-04-26 00:00:00,Ethanol,Corn,US Central,No CCS,Cedar Rapids,Iowa,United States of America,266100813,,Marine-international,Rail,,
Approved,BCLCF,651.1,56.11,D28291465,Byrd Ltd,Andrea Gonzalez,phernandez@example.org,2015-01-12 00:00:00,2015-01-28 00:00:00,2015-01-09 00:00:00,2039-08-17 00:00:00,Ethanol,Corn,US Central,Feed Corn,Cedar Rapids,Iowa,United States of America,99878292,,Marine-international,Rail,,
Approved,BCLCF,429.1,62.8,D28291521,"Cabrera, Bennett and Salazar",Joshua Lopez,lopeztanner@example.org,2014-02-13 00:00:00,2014-02-21 00:00:00,2014-02-13 00:00:00,2039-11-05 00:00:00,Ethanol,Corn,US Central,,Minneapolis,Minnesota,United States of America,91277556,,Marine-international,Rail,,
Approved,BCLCF,694.1,20.64,D28291336,Cabrera-Perez,Jason Reyes,shelly41@example.net,2024-06-28 00:00:00,2024-09-09 00:00:00,2024-06-30 00:00:00,2037-04-04 00:00:00,HDRD,Yellow Grease (UCO),South America,,New Orleans,Louisiana,United States of America,1801741683,,"Marine, Marine-international",Marine-international,,
Approved,C-BCLCF,163.1,10.05,D28291184,"Cain, Mcmahon and Case",Brandon Clements,bweiss@example.net,2022-10-19 00:00:00,2024-06-10 00:00:00,2024-07-01 00:00:00,2037-08-08 00:00:00,Renewable naphtha,Yellow Grease (UCO),US Central,,Prince George,British Columbia,Canada,191332362,,Rail,Marine-international,,
Approved,C-BCLCF,124.5,43.15,D28291064,Callahan-Brown,Mercedes Rocha,harrisjohn@example.org,2023-11-24 00:00:00,2024-01-25 00:00:00,2024-01-01 00:00:00,2036-02-10 00:00:00,Ethanol,Corn,Saskatchewan,,Saskatoon,Saskatchewan,Canada,143816383,Litres,Marine-international,Rail,,
Approved,BCLCF,145.1,24.8,D28291331,"Campbell, Jones and Brown",Laura Rhodes,mclaughlinbradley@example.org,2023-01-17 00:00:00,2023-11-09 00:00:00,2023-07-01 00:00:00,2038-05-23 00:00:00,Ethanol,Corn,US Central,"CCS, steam from natural gas combustion",Bismarck,North Dakota,United States of America,239851470,,Marine-international,Rail,,
Approved,BCLCF,339.3,8.13,D28291245,"Campbell, Velasquez and Ramos",Elizabeth Hancock,williamsondaniel@example.net,2024-03-18 00:00:00,2024-05-30 00:00:00,2024-03-19 00:00:00,2037-10-01 00:00:00,Biodiesel,Yellow Grease (UCO),US Central,,Cedar Rapids,Iowa,United States of America,114156973,,"Marine-international, Rail",Rail,,
Approved,BCLCF,200.4,-5.73,D28291346,Campbell-Smith,Kimberly Wagner,benjamin61@example.com,2020-01-15 00:00:00,2020-08-25 00:00:00,2020-01-15 00:00:00,2039-03-02 00:00:00,Biodiesel,Yellow Grease (UCO),US West,,Minneapolis,Minnesota,United States of America,400326263,,Marine-international,"Marine-international, Rail",,
Approved,C-BCLCF,272.1,9.48,D28291094,Campbell-White,Robert Cook,robertnguyen@example.com,2025-05-27 00:00:00,2025-12-03 00:00:00,2025-05-27 00:00:00,2036-03-11 00:00:00,Propane,Yellow Grease (UCO),BC,Co-Processing in FCC,Vancouver,British Columbia,Canada,248636977,Litres,"Marine, Rail",Truck,,
Approved,C-BCLCF,222.2,-0.62,D28291085,Cannon Group,Mr. James Marquez II,justin77@example.org,2023-03-09 00:00:00,2024-12-17 00:00:00,2024-01-01 00:00:00,2036-12-03 00:00:00,Renewable gasoline,Yellow Grease (UCO),BC,Co-processing in FCC,Kelowna,British Columbia,Canada,31890342,,Marine-international,Marine-international,,
Approved,BCLCF,430.1,24.94,D28291402,Cannon-Jacobs,Roy Bonilla,davidsmith@example.com,2013-11-27 00:00:00,2013-12-18 00:00:00,2013-11-27 00:00:00,2039-10-27 00:00:00,Biodiesel,Corn,US Central,Corn Oil,Cedar Rapids,Iowa,United States of America,212320512,,Marine-international,Rail,,
Approved,BCLCF,724.1,20.37,D28291215,Cardenas-Wilson,Jennifer Baker,audreyheath@example.org,2023-09-11 00:00:00,2024-03-04 00:00:00,2023-10-27 00:00:00,2038-01-07 00:00:00,Renewable naphtha,Yellow Grease (UCO),US Central,,Dallas,Texas,United States of America,1841463064,,Rail,Marine,,
Approved,C-BCLCF,372.2,43.88,D28291394,Carey Ltd,Laura Flores,tfuller@example.com,2020-03-26 00:00:00,2020-03-30 00:00:00,2019-01-01 00:00:00,2039-03-30 00:00:00,Ethanol,Corn,Manitoba,No CCS,Saskatoon,Saskatchewan,Canada,142440644,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,222.1,9.85,D28291289,"Carlson, Taylor and Cervantes",Kelly Rodriguez,scottjohn@example.net,2023-03-09 00:00:00,2024-12-17 00:00:00,2024-01-01 00:00:00,2036-12-02 00:00:00,HDRD,Tallow,Quebec,Co-processing in FCC,Kelowna,British Columbia,Canada,36428626,,Rail,Marine-international,,
Approved,BCLCF,540.3,20.81,D28291209,"Carpenter, Warren and Mathis",Jeffrey Huber,derek36@example.com,2025-02-25 00:00:00,2025-07-04 00:00:00,2025-03-01 00:00:00,2036-07-04 00:00:00,Alternative jet fuel,Tallow,US West,,Minneapolis,Minnesota,USA,813631327,Litres,Rail,Rail,,
Approved,C-BCLCF,511.2,40.91,D28291424,Carrillo LLC,Megan Castaneda,zbrowning@example.com,2017-11-09 00:00:00,2018-04-16 00:00:00,2018-01-01 00:00:00,2039-05-27 00:00:00,Ethanol,Wheat,Saskatchewan,No CCS,Regina,Saskatchewan,Canada,132620400,,Marine-international,Rail,,
Approved,BCLCF,219.2,18.99,D28291127,Carroll Inc,Nathan Gill,sarahrichards@example.com,2025-10-21 00:00:00,2025-12-03 00:00:00,2025-10-27 00:00:00,2036-04-13 00:00:00,HDRD,Yellow Grease (UCO),US Central,,Houston,Texas,USA,2114255592,Litres,"Rail, Truck",Marine,,
Approved,BCLCF,245.2,-15.03,D28291243,Carroll Ltd,Elizabeth Mejia,colebrent@example.org,2023-12-12 00:00:00,2024-07-26 00:00:00,2024-01-25 00:00:00,2037-07-21 00:00:00,Biodiesel,Soy,US Central,UPS Glycerine Coproduct,St. Louis,Missouri,United States of America,236774936,,Pipeline,Rail,,
Approved,BCLCF,567.1,10.52,D28291312,Carter PLC,Jodi Hernandez,ryan40@example.net,2023-07-27 00:00:00,2024-02-08 00:00:00,2023-08-01 00:00:00,2038-02-13 00:00:00,Ethanol,Corn,US Central,85% CCS,St. Louis,Missouri,United States of America,220222282,,Marine-international,Rail,,
Approved,C-BCLCF,673.1,33.61,D28291301,Carter-Smith,Chase Adkins,justin46@example.com,2023-11-27 00:00:00,2024-03-15 00:00:00,2024-01-01 00:00:00,2037-12-30 00:00:00,Ethanol,Corn,Manitoba,,Winnipeg,Manitoba,Canada,146161,,"Marine-international, Rail",Rail,,
Approved,C-BCLCF,698.1,9.66,D28291262,"Casey, Adams and Rodriguez",Kelly Reid,burnsjames@example.com,2023-05-18 00:00:00,2023-06-14 00:00:00,2023-05-15 00:00:00,2038-06-28 00:00:00,Renewable naphtha,Yellow Grease (UCO),Quebec,,Victoria,British Columbia,Canada,181974561,,Rail,Marine-international,,
